,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,-0.6048256250228043,0.6324680430324694,0.7476956132428866,-0.4642822646432703,-0.8114116264435574,-0.07639379101472152,-0.45400891793444903,-0.46631395600370423,0.3188384872691297,0.2545624169922915,-0.2803159984939949,0.6747572199715506
1,-0.6048256250228043,1.0,-0.7465141441028348,-0.7599697334838879,0.13949446715727534,0.38777322463764535,0.15659940350890195,0.6040297624587493,0.5842401332031255,-0.191828110427644,-0.030467080848413083,0.08406125441264574,-0.7185650441608336
2,0.6324680430324694,-0.7465141441028348,1.0,0.7437440390025334,-0.19079433250721373,-0.3897917515257596,-0.24740562259191462,-0.5116603634137113,-0.5136735942181345,0.22109125029816953,0.24613292741444648,0.17761977727193334,0.9365049989178955
3,0.7476956132428866,-0.7599697334838879,0.7437440390025334,0.9999999999999998,-0.37499335400374517,-0.6158935798173905,-0.07655249929426593,-0.5863261050325251,-0.7197636079689829,0.269388754440918,0.042562989083258874,-0.21924138612865188,0.7596932345468732
4,-0.4642822646432703,0.13949446715727534,-0.19079433250721373,-0.3749933540037452,1.0,0.5289155305935207,-0.34624752103269213,0.09422090581667152,0.19706844537896998,-0.24685120312751171,-0.2246655119420849,0.4744019478590745,-0.16422166272763108
5,-0.8114116264435575,0.38777322463764535,-0.3897917515257596,-0.6158935798173905,0.5289155305935207,1.0,-0.0378896070853954,0.30691128793448313,0.3203462477485223,-0.4728408888821065,-0.37059672065384913,0.35168488062863856,-0.4134624413798018
6,-0.07639379101472152,0.15659940350890195,-0.24740562259191462,-0.07655249929426591,-0.34624752103269213,-0.03788960708539539,0.9999999999999999,0.14231398606960804,0.10255002505819504,0.009506755457300583,-0.0836248560601532,-0.5043212898536941,-0.2740268010927807
7,-0.45400891793444914,0.6040297624587493,-0.5116603634137113,-0.5863261050325251,0.09422090581667152,0.3069112879344832,0.14231398606960804,0.9999999999999999,0.38899531687623706,-0.1896000439538016,-0.01350927972525764,0.07745665177910992,-0.5010027585982594
8,-0.4663139560037043,0.5842401332031255,-0.5136735942181345,-0.7197636079689828,0.19706844537896995,0.3203462477485223,0.10255002505819504,0.388995316876237,1.0,-0.14891985315737438,-0.03217077582043113,0.06476044765920731,-0.5187308635416986
9,0.3188384872691297,-0.191828110427644,0.22109125029816956,0.269388754440918,-0.2468512031275117,-0.4728408888821065,0.009506755457300583,-0.1896000439538016,-0.14891985315737435,1.0,0.7404983444497785,-0.09078061580292182,0.2189813252763412
10,0.2545624169922915,-0.030467080848413083,0.24613292741444648,0.042562989083258874,-0.22466551194208487,-0.37059672065384913,-0.0836248560601532,-0.013509279725257638,-0.03217077582043113,0.7404983444497786,1.0,0.18213399373771322,0.22546047924213916
11,-0.2803159984939949,0.08406125441264574,0.17761977727193334,-0.21924138612865188,0.4744019478590746,0.35168488062863856,-0.5043212898536941,0.07745665177910992,0.06476044765920733,-0.09078061580292182,0.18213399373771322,1.0,0.17921430189217974
12,0.6747572199715507,-0.7185650441608336,0.9365049989178955,0.7596932345468732,-0.1642216627276311,-0.41346244137980176,-0.2740268010927807,-0.5010027585982595,-0.5187308635416987,0.21898132527634123,0.22546047924213913,0.17921430189217974,0.9999999999999999
